node_id,in_degree,out_degree,total_degree,undirected_degree
1594,19,19,38,19
1595,6,6,12,6
1596,19,19,38,19
1597,56,56,112,56
1598,6,6,12,6
1599,9,9,18,9
1600,7,7,14,7
1601,76,76,152,76
1602,72,72,144,72
1603,33,33,66,33
1604,26,26,52,26
1605,4,4,8,4
1606,34,34,68,34
1607,49,49,98,49
1608,6,6,12,6
1611,16,16,32,16
1613,7,7,14,7
1615,43,43,86,43
1616,25,25,50,25
1617,9,9,18,9
1618,6,6,12,6
1619,21,21,42,21
1620,19,19,38,19
1621,9,9,18,9
1622,19,19,38,19
1623,29,29,58,29
1624,12,12,24,12
1626,6,6,12,6
1628,100,100,200,100
1629,48,48,96,48
1632,8,8,16,8
1633,7,7,14,7
1634,14,14,28,14
1635,14,14,28,14
1637,111,111,222,111
1639,9,9,18,9
1640,16,16,32,16
1642,4,4,8,4
1643,22,22,44,22
1645,17,17,34,17
1647,20,20,40,20
1649,14,14,28,14
1650,14,14,28,14
1651,39,39,78,39
1652,87,87,174,87
1653,98,98,196,98
1654,62,62,124,62
1655,6,6,12,6
1656,46,46,92,46
1657,104,104,208,104
1659,6,6,12,6
1660,13,13,26,13
1662,58,58,116,58
1663,45,45,90,45
1665,34,34,68,34
1666,6,6,12,6
1667,117,117,234,117
1668,60,60,120,60
1669,33,33,66,33
1670,17,17,34,17
1672,305,305,610,305
1674,18,18,36,18
1675,8,8,16,8
1678,10,10,20,10
1679,6,6,12,6
1680,5,5,10,5
1682,24,24,48,24
1683,51,51,102,51
1685,23,23,46,23
1686,68,68,136,68
1688,8,8,16,8
1689,36,36,72,36
1691,105,105,210,105
1692,21,21,42,21
1693,6,6,12,6
1695,22,22,44,22
1696,50,50,100,50
1697,95,95,190,95
1700,6,6,12,6
1704,29,29,58,29
1705,7,7,14,7
1707,17,17,34,17
1708,65,65,130,65
1710,10,10,20,10
1711,22,22,44,22
1713,35,35,70,35
1716,22,22,44,22
1718,6,6,12,6
1723,8,8,16,8
1725,147,147,294,147
1727,9,9,18,9
1728,120,120,240,120
1734,36,36,72,36
1736,77,77,154,77
1737,169,169,338,169
1738,15,15,30,15
1742,43,43,86,43
1743,59,59,118,59
1744,18,18,36,18
1747,16,16,32,16
1748,9,9,18,9
1749,10,10,20,10
1756,59,59,118,59
1757,11,11,22,11
1759,27,27,54,27
1760,74,74,148,74
1761,24,24,48,24
1762,43,43,86,43
1763,65,65,130,65
1764,22,22,44,22
1765,127,127,254,127
1767,129,129,258,129
1768,245,245,490,245
1769,6,6,12,6
1770,8,8,16,8
1771,165,165,330,165
1772,35,35,70,35
1775,70,70,140,70
1776,8,8,16,8
1777,28,28,56,28
1778,6,6,12,6
1781,54,54,108,54
1782,69,69,138,69
1783,43,43,86,43
1784,7,7,14,7
1785,9,9,18,9
1786,8,8,16,8
1787,19,19,38,19
1788,76,76,152,76
1789,7,7,14,7
1790,42,42,84,42
1791,10,10,20,10
1792,14,14,28,14
1793,96,96,192,96
1795,5,5,10,5
1797,35,35,70,35
1798,22,22,44,22
1799,9,9,18,9
1800,13,13,26,13
1801,40,40,80,40
1802,14,14,28,14
1803,17,17,34,17
1806,53,53,106,53
1807,25,25,50,25
1809,49,49,98,49
1812,4,4,8,4
1813,91,91,182,91
1814,93,93,186,93
1815,72,72,144,72
1816,94,94,188,94
1817,180,180,360,180
1818,4,4,8,4
1819,123,123,246,123
1820,6,6,12,6
1821,224,224,448,224
1822,11,11,22,11
1823,35,35,70,35
1824,508,508,1016,508
1825,7,7,14,7
1826,8,8,16,8
1827,52,52,104,52
1828,34,34,68,34
1829,6,6,12,6
1830,9,9,18,9
1831,60,60,120,60
1833,56,56,112,56
1834,6,6,12,6
1835,152,152,304,152
1836,115,115,230,115
1837,13,13,26,13
1838,46,46,92,46
1839,7,7,14,7
1840,8,8,16,8
1841,52,52,104,52
1842,108,108,216,108
1843,59,59,118,59
1844,7,7,14,7
1845,17,17,34,17
1846,16,16,32,16
1847,37,37,74,37
1849,31,31,62,31
1850,6,6,12,6
1851,24,24,48,24
1852,20,20,40,20
1853,55,55,110,55
1854,11,11,22,11
1856,10,10,20,10
1857,11,11,22,11
1858,8,8,16,8
1859,6,6,12,6
1860,10,10,20,10
1861,7,7,14,7
1862,76,76,152,76
1864,86,86,172,86
1865,22,22,44,22
1866,16,16,32,16
1870,18,18,36,18
1871,83,83,166,83
1873,52,52,104,52
1875,18,18,36,18
1876,57,57,114,57
1877,15,15,30,15
1879,19,19,38,19
1880,40,40,80,40
1881,11,11,22,11
1882,19,19,38,19
1883,75,75,150,75
1884,51,51,102,51
1885,68,68,136,68
1886,36,36,72,36
1888,28,28,56,28
1889,17,17,34,17
1890,12,12,24,12
1891,29,29,58,29
1892,13,13,26,13
1893,46,46,92,46
1894,27,27,54,27
1895,33,33,66,33
1896,12,12,24,12
1897,59,59,118,59
1898,29,29,58,29
1899,214,214,428,214
1901,8,8,16,8
1902,90,90,180,90
1903,25,25,50,25
1904,11,11,22,11
1906,13,13,26,13
1907,63,63,126,63
1908,6,6,12,6
1909,19,19,38,19
1910,78,78,156,78
1911,31,31,62,31
1912,44,44,88,44
1913,56,56,112,56
1914,69,69,138,69
1915,7,7,14,7
1916,57,57,114,57
1917,16,16,32,16
1918,57,57,114,57
1919,46,46,92,46
1920,6,6,12,6
1921,6,6,12,6
1922,13,13,26,13
1923,9,9,18,9
1924,24,24,48,24
1925,26,26,52,26
1926,23,23,46,23
1927,159,159,318,159
1929,72,72,144,72
1930,29,29,58,29
1931,16,16,32,16
1932,16,16,32,16
1933,104,104,208,104
1934,78,78,156,78
1935,271,271,542,271
1936,33,33,66,33
1937,33,33,66,33
1938,6,6,12,6
1939,76,76,152,76
1941,60,60,120,60
1943,13,13,26,13
1944,20,20,40,20
1945,10,10,20,10
1946,36,36,72,36
1947,22,22,44,22
1950,6,6,12,6
1951,84,84,168,84
1952,8,8,16,8
1953,38,38,76,38
1954,10,10,20,10
1960,31,31,62,31
1961,76,76,152,76
1962,62,62,124,62
1964,15,15,30,15
1966,72,72,144,72
1970,16,16,32,16
1971,17,17,34,17
1975,20,20,40,20
1976,28,28,56,28
1978,6,6,12,6
1981,7,7,14,7
1982,8,8,16,8
1983,20,20,40,20
1987,24,24,48,24
1989,36,36,72,36
1990,16,16,32,16
1991,16,16,32,16
1993,19,19,38,19
1996,46,46,92,46
1997,41,41,82,41
1998,15,15,30,15
2001,54,54,108,54
2006,30,30,60,30
2007,6,6,12,6
2008,4,4,8,4
2009,7,7,14,7
2010,30,30,60,30
2011,43,43,86,43
2013,12,12,24,12
2014,10,10,20,10
2015,66,66,132,66
2018,14,14,28,14
2022,27,27,54,27
2029,21,21,42,21
2031,16,16,32,16
2039,56,56,112,56
2040,27,27,54,27
2041,27,27,54,27
2045,109,109,218,109
2046,76,76,152,76
2047,56,56,112,56
2049,110,110,220,110
2050,6,6,12,6
2051,100,100,200,100
2052,118,118,236,118
2053,47,47,94,47
2055,102,102,204,102
2056,101,101,202,101
2057,49,49,98,49
2058,41,41,82,41
2060,37,37,74,37
2061,77,77,154,77
2062,62,62,124,62
2063,9,9,18,9
2064,17,17,34,17
2065,13,13,26,13
2066,71,71,142,71
2067,6,6,12,6
2068,6,6,12,6
2070,40,40,80,40
2071,51,51,102,51
2072,6,6,12,6
2073,12,12,24,12
2074,6,6,12,6
2075,78,78,156,78
2076,61,61,122,61
2078,34,34,68,34
2079,12,12,24,12
2080,62,62,124,62
2081,155,155,310,155
2082,99,99,198,99
2083,14,14,28,14
2084,61,61,122,61
2085,10,10,20,10
2088,64,64,128,64
2090,32,32,64,32
2091,119,119,238,119
2092,59,59,118,59
2093,29,29,58,29
2094,2,2,4,2
2096,92,92,184,92
2098,13,13,26,13
2099,9,9,18,9
2103,15,15,30,15
2106,10,10,20,10
2107,11,11,22,11
2110,15,15,30,15
2111,134,134,268,134
2112,3,3,6,3
2115,10,10,20,10
2117,17,17,34,17
2118,25,25,50,25
2119,2,2,4,2
2121,3,3,6,3
2125,6,6,12,6
2136,8,8,16,8
2138,7,7,14,7
2142,39,39,78,39
2144,33,33,66,33
2145,10,10,20,10
2148,10,10,20,10
2149,5,5,10,5
2157,3,3,6,3
2158,27,27,54,27
2160,84,84,168,84
2165,87,87,174,87
2168,4,4,8,4
2175,7,7,14,7
2176,19,19,38,19
2178,10,10,20,10
2184,16,16,32,16
2185,7,7,14,7
2186,3,3,6,3
2189,120,120,240,120
2190,21,21,42,21
2192,5,5,10,5
2199,9,9,18,9
2210,4,4,8,4
2211,27,27,54,27
2213,26,26,52,26
2214,7,7,14,7
2215,213,213,426,213
2216,18,18,36,18
2217,11,11,22,11
2218,46,46,92,46
2222,11,11,22,11
2228,91,91,182,91
2229,73,73,146,73
2234,57,57,114,57
2250,24,24,48,24
2251,22,22,44,22
2252,20,20,40,20
2253,149,149,298,149
2254,53,53,106,53
2255,12,12,24,12
2256,50,50,100,50
2257,21,21,42,21
2258,16,16,32,16
2259,7,7,14,7
2260,32,32,64,32
2261,25,25,50,25
2262,53,53,106,53
2263,105,105,210,105
2264,83,83,166,83
2265,16,16,32,16
2266,6,6,12,6
2267,101,101,202,101
2268,67,67,134,67
2269,44,44,88,44
2270,66,66,132,66
2271,47,47,94,47
2272,68,68,136,68
2273,11,11,22,11
2274,8,8,16,8
2275,75,75,150,75
2276,73,73,146,73
2277,34,34,68,34
2278,36,36,72,36
2279,28,28,56,28
2283,5,5,10,5
2284,5,5,10,5
2288,69,69,138,69
2290,4,4,8,4
2291,4,4,8,4
2292,4,4,8,4
2294,86,86,172,86
2295,13,13,26,13
2296,40,40,80,40
2298,13,13,26,13
2299,7,7,14,7
2300,7,7,14,7
2303,30,30,60,30
2305,4,4,8,4
2306,9,9,18,9
2308,14,14,28,14
2309,6,6,12,6
2310,6,6,12,6
2314,9,9,18,9
2316,8,8,16,8
2320,8,8,16,8
2321,9,9,18,9
2322,11,11,22,11
2323,231,231,462,231
2326,8,8,16,8
2328,66,66,132,66
2330,8,8,16,8
2331,9,9,18,9
2332,10,10,20,10
2333,7,7,14,7
2335,6,6,12,6
2336,13,13,26,13
2337,46,46,92,46
2348,27,27,54,27
2350,32,32,64,32
2354,6,6,12,6
2355,5,5,10,5
2362,10,10,20,10
2363,7,7,14,7
2367,18,18,36,18
2368,11,11,22,11
2378,32,32,64,32
2379,7,7,14,7
2382,35,35,70,35
2383,20,20,40,20
2385,28,28,56,28
2386,5,5,10,5
2391,11,11,22,11
2392,7,7,14,7
2396,7,7,14,7
2397,7,7,14,7
2398,67,67,134,67
2401,7,7,14,7
2406,5,5,10,5
2408,28,28,56,28
2419,11,11,22,11
2420,30,30,60,30
2424,7,7,14,7
2425,6,6,12,6
2426,6,6,12,6
2428,13,13,26,13
2429,13,13,26,13
2430,29,29,58,29
2433,14,14,28,14
2435,12,12,24,12
2436,15,15,30,15
2442,5,5,10,5
2448,6,6,12,6
2449,13,13,26,13
2450,6,6,12,6
2451,6,6,12,6
2452,8,8,16,8
2454,6,6,12,6
2457,12,12,24,12
2458,18,18,36,18
2462,3,3,6,3
2468,32,32,64,32
2469,29,29,58,29
2470,19,19,38,19
2471,77,77,154,77
2472,70,70,140,70
2473,53,53,106,53
2474,11,11,22,11
2475,9,9,18,9
2476,66,66,132,66
2477,111,111,222,111
2478,10,10,20,10
2479,28,28,56,28
2480,66,66,132,66
2481,9,9,18,9
2482,68,68,136,68
2483,18,18,36,18
2484,10,10,20,10
2486,34,34,68,34
2487,60,60,120,60
2488,53,53,106,53
2489,104,104,208,104
2491,17,17,34,17
2492,23,23,46,23
2493,20,20,40,20
2494,43,43,86,43
2495,60,60,120,60
2496,34,34,68,34
2497,24,24,48,24
2498,23,23,46,23
2499,11,11,22,11
2501,35,35,70,35
2502,53,53,106,53
2503,27,27,54,27
2504,8,8,16,8
2506,18,18,36,18
2507,39,39,78,39
2508,23,23,46,23
2509,53,53,106,53
2510,139,139,278,139
2511,30,30,60,30
2512,14,14,28,14
2513,11,11,22,11
2514,56,56,112,56
2515,50,50,100,50
2516,41,41,82,41
2517,14,14,28,14
2518,13,13,26,13
2519,16,16,32,16
2520,35,35,70,35
2521,8,8,16,8
2522,5,5,10,5
2524,37,37,74,37
2526,15,15,30,15
2528,82,82,164,82
2529,33,33,66,33
2533,12,12,24,12
2534,10,10,20,10
2535,14,14,28,14
2536,14,14,28,14
2537,6,6,12,6
2538,12,12,24,12
2541,6,6,12,6
2542,8,8,16,8
2548,7,7,14,7
2550,70,70,140,70
2552,9,9,18,9
2553,9,9,18,9
2554,20,20,40,20
2555,15,15,30,15
2558,37,37,74,37
2559,69,69,138,69
2560,37,37,74,37
2561,22,22,44,22
2562,6,6,12,6
2563,52,52,104,52
2564,46,46,92,46
2565,15,15,30,15
2566,42,42,84,42
2567,34,34,68,34
2568,137,137,274,137
2569,63,63,126,63
2570,79,79,158,79
2571,46,46,92,46
2572,109,109,218,109
2573,73,73,146,73
2574,32,32,64,32
2575,39,39,78,39
2576,78,78,156,78
2577,105,105,210,105
2578,21,21,42,21
2579,46,46,92,46
2580,75,75,150,75
2582,6,6,12,6
2583,29,29,58,29
2584,7,7,14,7
2585,7,7,14,7
2587,19,19,38,19
2588,43,43,86,43
2590,30,30,60,30
2591,41,41,82,41
2592,45,45,90,45
2593,78,78,156,78
2594,37,37,74,37
2595,99,99,198,99
2596,18,18,36,18
2598,13,13,26,13
2599,40,40,80,40
2600,26,26,52,26
2601,141,141,282,141
2602,17,17,34,17
2603,80,80,160,80
2604,40,40,80,40
2605,12,12,24,12
2606,36,36,72,36
2607,11,11,22,11
2608,57,57,114,57
2609,35,35,70,35
2610,104,104,208,104
2611,21,21,42,21
2612,88,88,176,88
2613,65,65,130,65
2614,40,40,80,40
2615,87,87,174,87
2616,15,15,30,15
2617,12,12,24,12
2618,18,18,36,18
2619,119,119,238,119
2620,14,14,28,14
2621,32,32,64,32
2622,51,51,102,51
2623,23,23,46,23
2624,8,8,16,8
2625,29,29,58,29
2626,17,17,34,17
2627,7,7,14,7
2628,38,38,76,38
2629,24,24,48,24
2630,214,214,428,214
2631,63,63,126,63
2632,27,27,54,27
2633,12,12,24,12
2635,67,67,134,67
2636,7,7,14,7
2637,229,229,458,229
2638,11,11,22,11
2639,11,11,22,11
2640,71,71,142,71
2641,11,11,22,11
2642,91,91,182,91
2643,33,33,66,33
2644,6,6,12,6
2645,8,8,16,8
2646,23,23,46,23
2648,69,69,138,69
2650,82,82,164,82
2651,110,110,220,110
2652,62,62,124,62
2653,7,7,14,7
2654,87,87,174,87
2655,37,37,74,37
2656,61,61,122,61
2657,14,14,28,14
2659,15,15,30,15
2660,28,28,56,28
2661,12,12,24,12
2662,6,6,12,6
2663,6,6,12,6
2664,39,39,78,39
2665,20,20,40,20
2666,53,53,106,53
2667,39,39,78,39
2668,36,36,72,36
2669,117,117,234,117
2670,17,17,34,17
2671,21,21,42,21
2672,6,6,12,6
2673,11,11,22,11
2674,16,16,32,16
2675,31,31,62,31
2676,8,8,16,8
2677,8,8,16,8
2679,35,35,70,35
2680,26,26,52,26
2682,17,17,34,17
2683,17,17,34,17
2684,49,49,98,49
2685,13,13,26,13
2686,81,81,162,81
2689,18,18,36,18
2690,103,103,206,103
2691,4,4,8,4
2692,48,48,96,48
2693,38,38,76,38
2694,12,12,24,12
2696,30,30,60,30
2697,44,44,88,44
2699,26,26,52,26
2700,46,46,92,46
2701,30,30,60,30
2702,17,17,34,17
2703,51,51,102,51
2704,32,32,64,32
2705,53,53,106,53
2706,58,58,116,58
2707,26,26,52,26
2708,14,14,28,14
2709,8,8,16,8
2710,10,10,20,10
2711,32,32,64,32
2712,20,20,40,20
2713,23,23,46,23
2714,64,64,128,64
2715,35,35,70,35
2717,56,56,112,56
2718,99,99,198,99
2719,6,6,12,6
2720,70,70,140,70
2721,13,13,26,13
2722,38,38,76,38
2723,54,54,108,54
2724,10,10,20,10
2725,4,4,8,4
2726,7,7,14,7
2728,51,51,102,51
2729,23,23,46,23
2730,36,36,72,36
2731,12,12,24,12
2732,16,16,32,16
2733,85,85,170,85
2734,58,58,116,58
2735,12,12,24,12
2736,139,139,278,139
2737,92,92,184,92
2740,151,151,302,151
2741,97,97,194,97
2742,28,28,56,28
2743,89,89,178,89
2744,23,23,46,23
2745,20,20,40,20
2746,25,25,50,25
2747,26,26,52,26
2748,41,41,82,41
2749,31,31,62,31
2750,123,123,246,123
2751,56,56,112,56
2752,53,53,106,53
2753,222,222,444,222
2754,68,68,136,68
2755,17,17,34,17
2756,16,16,32,16
2757,10,10,20,10
2758,8,8,16,8
2759,44,44,88,44
2760,57,57,114,57
2761,20,20,40,20
2762,23,23,46,23
2763,15,15,30,15
2765,14,14,28,14
2766,34,34,68,34
2767,19,19,38,19
2768,39,39,78,39
2769,29,29,58,29
2770,62,62,124,62
2771,39,39,78,39
2772,24,24,48,24
2773,129,129,258,129
2774,31,31,62,31
2775,12,12,24,12
2776,69,69,138,69
2777,134,134,268,134
2779,15,15,30,15
2780,22,22,44,22
2781,28,28,56,28
2782,35,35,70,35
2783,12,12,24,12
2784,7,7,14,7
2785,11,11,22,11
2787,10,10,20,10
2789,7,7,14,7
2790,28,28,56,28
2792,21,21,42,21
2793,35,35,70,35
2794,16,16,32,16
2798,8,8,16,8
2799,7,7,14,7
2800,28,28,56,28
2814,11,11,22,11
2816,28,28,56,28
2817,23,23,46,23
2818,53,53,106,53
2828,24,24,48,24
2831,6,6,12,6
2832,33,33,66,33
2837,26,26,52,26
2839,8,8,16,8
2841,20,20,40,20
2847,20,20,40,20
2854,33,33,66,33
2855,6,6,12,6
2856,53,53,106,53
2857,67,67,134,67
2860,25,25,50,25
2861,8,8,16,8
2868,20,20,40,20
2878,17,17,34,17
2883,8,8,16,8
2886,64,64,128,64
2891,6,6,12,6
2892,6,6,12,6
2898,6,6,12,6
2900,22,22,44,22
2909,7,7,14,7
2910,65,65,130,65
2911,20,20,40,20
2912,51,51,102,51
2913,12,12,24,12
2915,29,29,58,29
2916,105,105,210,105
2918,16,16,32,16
2919,18,18,36,18
2920,43,43,86,43
2921,29,29,58,29
2922,35,35,70,35
2923,6,6,12,6
2924,101,101,202,101
2925,9,9,18,9
2928,14,14,28,14
2929,102,102,204,102
2931,55,55,110,55
2932,20,20,40,20
2933,8,8,16,8
2934,13,13,26,13
2935,95,95,190,95
2936,40,40,80,40
2937,89,89,178,89
2938,24,24,48,24
2939,154,154,308,154
2940,75,75,150,75
2941,33,33,66,33
2943,39,39,78,39
2944,67,67,134,67
2945,17,17,34,17
2946,31,31,62,31
2947,232,232,464,232
2948,111,111,222,111
2949,10,10,20,10
2950,24,24,48,24
2951,44,44,88,44
2952,10,10,20,10
2953,129,129,258,129
2954,103,103,206,103
2955,69,69,138,69
2956,66,66,132,66
2957,59,59,118,59
2958,6,6,12,6
2959,22,22,44,22
2960,48,48,96,48
2961,8,8,16,8
2962,9,9,18,9
2963,57,57,114,57
2964,6,6,12,6
2965,17,17,34,17
2966,11,11,22,11
2967,6,6,12,6
2968,6,6,12,6
2969,12,12,24,12
2970,16,16,32,16
2971,61,61,122,61
2972,21,21,42,21
2973,11,11,22,11
2974,6,6,12,6
2975,90,90,180,90
2976,10,10,20,10
2977,122,122,244,122
2980,39,39,78,39
2981,28,28,56,28
2983,15,15,30,15
2984,6,6,12,6
2985,6,6,12,6
2986,7,7,14,7
2987,24,24,48,24
2988,8,8,16,8
2989,8,8,16,8
2991,6,6,12,6
2992,62,62,124,62
2993,19,19,38,19
2994,30,30,60,30
2995,6,6,12,6
2996,80,80,160,80
2997,6,6,12,6
3001,19,19,38,19
3004,41,41,82,41
3005,33,33,66,33
3006,12,12,24,12
3008,34,34,68,34
3010,24,24,48,24
3013,8,8,16,8
3014,18,18,36,18
3015,45,45,90,45
3016,154,154,308,154
3019,23,23,46,23
3020,14,14,28,14
3021,25,25,50,25
3023,23,23,46,23
3025,8,8,16,8
3026,48,48,96,48
3027,129,129,258,129
3028,104,104,208,104
3030,17,17,34,17
3031,48,48,96,48
3032,67,67,134,67
3033,24,24,48,24
3034,9,9,18,9
3035,83,83,166,83
3036,90,90,180,90
3037,9,9,18,9
3038,57,57,114,57
3039,32,32,64,32
3041,10,10,20,10
3042,6,6,12,6
3043,15,15,30,15
3044,10,10,20,10
3045,27,27,54,27
3046,51,51,102,51
3047,24,24,48,24
3048,32,32,64,32
3049,37,37,74,37
3050,71,71,142,71
3051,6,6,12,6
3054,50,50,100,50
3055,6,6,12,6
3056,18,18,36,18
3057,50,50,100,50
3058,40,40,80,40
3059,6,6,12,6
3060,31,31,62,31
3061,18,18,36,18
3062,9,9,18,9
3063,7,7,14,7
3064,28,28,56,28
3065,51,51,102,51
3066,36,36,72,36
3067,23,23,46,23
3068,5,5,10,5
3070,16,16,32,16
3071,6,6,12,6
3072,10,10,20,10
3073,6,6,12,6
3074,10,10,20,10
3075,119,119,238,119
3076,17,17,34,17
3077,16,16,32,16
3078,6,6,12,6
3079,6,6,12,6
3080,54,54,108,54
3081,32,32,64,32
3082,32,32,64,32
3084,6,6,12,6
3086,9,9,18,9
3088,6,6,12,6
3089,6,6,12,6
3091,27,27,54,27
3092,10,10,20,10
3093,23,23,46,23
3098,34,34,68,34
3100,80,80,160,80
3101,22,22,44,22
3102,29,29,58,29
3103,28,28,56,28
3104,55,55,110,55
3105,6,6,12,6
3107,35,35,70,35
3108,106,106,212,106
3109,30,30,60,30
3110,40,40,80,40
3111,31,31,62,31
3112,17,17,34,17
3113,6,6,12,6
3114,10,10,20,10
3115,50,50,100,50
3117,53,53,106,53
3118,18,18,36,18
3119,6,6,12,6
3120,16,16,32,16
3121,49,49,98,49
3122,19,19,38,19
3123,15,15,30,15
3124,27,27,54,27
3125,15,15,30,15
3126,7,7,14,7
3127,68,68,136,68
3128,79,79,158,79
3129,47,47,94,47
3130,31,31,62,31
3131,7,7,14,7
3132,11,11,22,11
3133,98,98,196,98
3135,28,28,56,28
3136,7,7,14,7
3137,39,39,78,39
3138,61,61,122,61
3139,21,21,42,21
3140,11,11,22,11
3141,27,27,54,27
3143,95,95,190,95
3144,30,30,60,30
3145,23,23,46,23
3146,6,6,12,6
3147,44,44,88,44
3148,10,10,20,10
3149,10,10,20,10
3150,12,12,24,12
3151,27,27,54,27
3152,25,25,50,25
3153,6,6,12,6
3154,21,21,42,21
3155,9,9,18,9
3156,10,10,20,10
3157,45,45,90,45
3158,12,12,24,12
3160,16,16,32,16
3161,343,343,686,343
3162,19,19,38,19
3165,7,7,14,7
3166,18,18,36,18
3167,13,13,26,13
3168,8,8,16,8
3169,36,36,72,36
3170,6,6,12,6
3171,43,43,86,43
3172,16,16,32,16
3173,10,10,20,10
3174,149,149,298,149
3177,27,27,54,27
3178,6,6,12,6
3179,20,20,40,20
3180,7,7,14,7
3181,17,17,34,17
3182,40,40,80,40
3183,6,6,12,6
3184,34,34,68,34
3185,18,18,36,18
3186,10,10,20,10
3187,29,29,58,29
3188,26,26,52,26
3191,7,7,14,7
3192,13,13,26,13
3193,8,8,16,8
3195,26,26,52,26
3196,38,38,76,38
3197,60,60,120,60
3200,46,46,92,46
3202,26,26,52,26
3205,30,30,60,30
3207,6,6,12,6
3208,75,75,150,75
3209,47,47,94,47
3210,10,10,20,10
3211,7,7,14,7
3212,7,7,14,7
3214,75,75,150,75
3215,237,237,474,237
3216,108,108,216,108
3217,15,15,30,15
3218,14,14,28,14
3219,64,64,128,64
3220,14,14,28,14
3222,26,26,52,26
3223,14,14,28,14
3225,6,6,12,6
3226,33,33,66,33
3227,13,13,26,13
3230,70,70,140,70
3231,22,22,44,22
3233,34,34,68,34
3234,30,30,60,30
3235,13,13,26,13
3236,20,20,40,20
3237,294,294,588,294
3238,6,6,12,6
3240,62,62,124,62
3241,16,16,32,16
3242,20,20,40,20
3243,18,18,36,18
3244,18,18,36,18
3245,59,59,118,59
3246,48,48,96,48
3247,15,15,30,15
3248,9,9,18,9
3249,4,4,8,4
3251,31,31,62,31
3252,6,6,12,6
3253,21,21,42,21
3258,39,39,78,39
3259,12,12,24,12
3260,12,12,24,12
3261,18,18,36,18
3263,81,81,162,81
3264,17,17,34,17
3266,10,10,20,10
3267,30,30,60,30
3268,29,29,58,29
3270,5,5,10,5
3271,29,29,58,29
3272,12,12,24,12
3275,7,7,14,7
3276,7,7,14,7
3279,10,10,20,10
3280,19,19,38,19
3281,14,14,28,14
3285,9,9,18,9
3286,13,13,26,13
3288,26,26,52,26
3289,16,16,32,16
3290,24,24,48,24
3293,9,9,18,9
3294,17,17,34,17
3295,50,50,100,50
3296,44,44,88,44
3297,11,11,22,11
3298,4,4,8,4
3302,14,14,28,14
3303,13,13,26,13
3304,15,15,30,15
3305,14,14,28,14
3307,14,14,28,14
3308,47,47,94,47
3309,32,32,64,32
3310,130,130,260,130
3311,302,302,604,302
3312,19,19,38,19
3313,21,21,42,21
3314,20,20,40,20
3315,19,19,38,19
3316,13,13,26,13
3317,8,8,16,8
3318,47,47,94,47
3319,27,27,54,27
3320,8,8,16,8
3322,7,7,14,7
3323,38,38,76,38
3324,19,19,38,19
3325,46,46,92,46
3327,15,15,30,15
3329,11,11,22,11
3330,16,16,32,16
3331,6,6,12,6
3333,11,11,22,11
3334,60,60,120,60
3335,7,7,14,7
3336,11,11,22,11
3337,9,9,18,9
3338,9,9,18,9
3339,6,6,12,6
3340,17,17,34,17
3342,54,54,108,54
3343,7,7,14,7
3344,18,18,36,18
3345,21,21,42,21
3346,11,11,22,11
3348,20,20,40,20
3349,27,27,54,27
3350,16,16,32,16
3352,19,19,38,19
3354,153,153,306,153
3356,35,35,70,35
3357,21,21,42,21
3358,38,38,76,38
3359,11,11,22,11
3360,8,8,16,8
3361,27,27,54,27
3363,8,8,16,8
3364,7,7,14,7
3366,6,6,12,6
3367,19,19,38,19
3368,9,9,18,9
3369,25,25,50,25
3370,54,54,108,54
3371,51,51,102,51
3372,8,8,16,8
3374,15,15,30,15
